0	-0.43418	-2.09741
0	0.02918	-2.07738
0	-0.16408	-2.06936
0	1.44290	-1.36441
0	-1.47413	-1.01070
0	1.44011	-1.36440
0	1.44719	-1.38509
0	-0.14411	-2.12696
0	1.45352	-1.38001
0	-1.48007	-1.16477
0	-2.02710	0.00926
0	0.34715	-1.98977
0	-1.50433	-0.85583
0	1.43317	-1.34871
0	1.45867	-1.42171
0	1.41909	-1.35463
0	0.26116	-2.04729
0	-2.04926	-0.00139
0	1.44192	-1.43885
0	1.43940	-1.28108
0	-1.36230	-1.30175
0	-1.63028	-0.75905
0	1.44047	-1.31984
0	1.43690	-1.32995
0	0.17445	-2.08582
0	1.42058	-1.30031
0	1.41788	-1.30283
0	-2.06769	-0.01953
0	-1.97017	-0.00024
0	1.44583	-1.41702
0	-1.82964	-0.20971
0	-1.01642	-1.69931
0	-2.04240	-0.00435
0	-1.28698	-1.51832
0	-1.26861	-1.44983
0	-1.60989	-0.67064
0	0.20142	-2.07738
0	1.42985	-1.37635
0	1.44155	-1.41654
0	-0.61326	-1.92988
0	-2.03704	-0.01079
0	-1.98615	-0.00545
0	0.15166	-2.08724
0	-2.00007	-0.00206
0	1.35831	-1.44037
0	-1.89974	-0.11934
0	-2.02559	-0.02249
0	0.82847	-1.77153
0	1.44673	-1.29955
0	1.46360	-1.38217
0	-0.02215	-2.11945
0	-0.93538	-1.81228
0	-1.94996	-0.06300
0	-1.98694	0.00089
0	1.41530	-1.27929
0	1.32998	-1.48901
0	1.43927	-1.42647
0	-2.04077	-0.01146
0	0.34112	-2.00864
0	1.24481	-1.46754
0	1.42245	-1.38614
0	-0.75635	-1.85168
0	1.42127	-1.39325
0	1.41524	-1.41606
0	-2.05730	-0.01916
0	1.45881	-1.39857
0	1.44417	-1.35454
0	-2.05434	0.01266
0	-1.95309	0.03059
0	1.40657	-1.29282
0	1.46015	-1.34549
0	1.41919	-1.29456
0	1.44242	-1.28726
0	0.30326	-2.08656
0	-2.02644	-0.03087
0	0.52332	-1.95485
0	1.42807	-1.32314
0	-0.04325	-2.04332
0	-2.05627	-0.00294
0	-0.27826	-2.09900
0	-1.31618	-1.40004
0	-2.04302	0.01452
0	-0.92243	-1.78086
0	1.45325	-1.43710
0	-1.96147	-0.03921
0	1.44900	-1.34572
0	-1.98209	-0.00377
0	-2.01944	-0.02589
0	-1.40907	-1.15509
0	-2.06668	-0.01202
0	-1.93359	-0.00854
0	1.41015	-1.33411
0	-2.05089	-0.01461
0	-1.52048	-1.03700
0	1.39998	-1.40914
0	-2.06314	0.01998
0	-2.04954	-0.01968
0	1.46312	-1.39361
0	1.43136	-1.44184
0	-2.07947	0.02277
0	-2.06243	-0.00700
0	-2.08277	-0.03190
0	-2.08114	-0.01465
0	1.46334	-1.40176
0	-0.54044	-1.99549
0	1.43752	-1.38783
0	-0.29173	-2.10730
0	-2.02496	-0.00487
0	-0.19556	-2.15419
0	1.42068	-1.29596
0	-0.22633	-2.12336
0	1.42018	-1.28088
0	1.43416	-1.36043
0	-1.87390	-0.15379
0	-0.09788	-2.10275
0	-0.30161	-2.10078
0	-1.95993	-0.00144
0	1.44741	-1.37506
0	-1.56832	-0.74449
0	1.42952	-1.30634
0	-2.00568	-0.01651
0	-1.81324	-0.25052
0	1.43157	-1.35777
0	-1.34705	-1.31518
0	-1.97982	0.01280
0	-1.03088	-1.72376
0	-1.96732	-0.02823
0	-1.11975	-1.74791
0	-0.27690	-2.10411
0	-1.27087	-1.49379
0	-1.91962	-0.06584
0	-2.06767	-0.01616
0	-2.17405	-0.02148
0	1.44900	-1.41723
0	1.22063	-1.52956
0	-2.08385	0.02344
0	-1.21094	-1.54922
0	1.43147	-1.34893
0	-0.18343	-2.09518
0	-2.02504	-0.02964
0	0.22972	-2.07728
0	1.41554	-1.34325
0	-2.01313	0.00276
0	1.46754	-1.36938
0	0.14238	-2.10424
0	1.42290	-1.31373
0	1.37311	-1.45466
0	-2.03690	-0.01487
0	-1.97700	-0.02679
0	-1.18902	-1.67490
0	-2.01036	-0.01890
0	-1.39117	-1.24844
0	-1.93966	-0.12166
0	-1.38649	-1.18900
0	-2.02210	-0.00212
0	1.45649	-1.38851
0	-2.04046	-0.04144
0	1.45413	-1.39420
0	-2.09062	0.00436
0	-1.68517	-0.47816
0	-1.72580	-0.51107
0	-1.58567	-0.88301
0	0.02325	-2.07115
0	-2.10729	-0.01633
0	-1.49905	-1.03663
0	-0.75938	-1.92917
0	1.44672	-1.29614
0	-1.50795	-1.09935
0	-2.03815	-0.00973
0	1.44196	-1.41305
0	1.42953	-1.38604
0	-1.09736	-1.62001
0	0.98329	-1.65475
0	-1.89256	-0.14158
0	1.43859	-1.34150
0	-1.71247	-0.53310
0	-1.56693	-0.86860
0	-1.96796	-0.03121
0	-1.38451	-1.33936
0	0.90587	-1.71101
0	-0.71655	-1.86606
0	1.42567	-1.25680
0	-2.06529	-0.01236
0	-1.49924	-1.01177
0	0.06537	-2.05367
0	-1.25644	-1.39421
0	-1.42704	-1.08449
0	-0.07696	-2.03885
0	-1.18068	-1.67602
0	-0.61944	-1.94251
0	1.41692	-1.35553
0	-0.09474	-2.04475
0	0.60981	-1.82746
0	1.42273	-1.36110
0	-1.68933	-0.42139
0	-1.29969	-1.47918
0	-1.53893	-0.88751
0	0.81357	-1.77995
0	1.41304	-1.39827
0	1.42303	-1.37178
0	-2.10066	-0.02156
0	0.40525	-1.97875
0	1.46733	-1.35943
0	-2.00702	-0.02870
0	-1.22411	-1.66044
0	-1.99941	-0.00496
0	-2.03012	-0.03385
0	-0.45188	-2.16641
0	-2.01438	0.00605
0	-2.01336	0.00202
0	-2.04327	-0.01041
0	-1.67011	-0.60047
0	1.42947	-1.37838
0	-2.09315	-0.02738
0	-1.13973	-1.73608
0	1.44952	-1.39619
0	1.44206	-1.32280
0	-1.56124	-0.86536
0	-2.10661	0.00198
0	-1.94042	-0.05256
0	1.45302	-1.39464
0	-2.06187	-0.00774
0	-1.98638	0.01612
0	0.83182	-1.79675
0	1.21730	-1.53936
0	0.42572	-2.01448
0	-1.85876	-0.24672
0	1.42319	-1.25563
0	0.34166	-2.07112
0	0.43059	-1.98540
0	-2.01774	-0.01053
0	-2.05074	-0.01667
0	-2.05337	-0.01755
0	1.44917	-1.40148
0	-2.04099	-0.01207
0	-1.43255	-1.13847
0	1.50116	-1.33031
0	1.44345	-1.35156
0	-1.73671	-0.38780
0	0.21333	-2.02856
0	-2.05483	-0.00748
0	1.41677	-1.37886
0	-2.00551	-0.00539
0	-2.09759	0.00160
0	-1.45264	-1.11407
